timestamp(ms),WIND.Mag,WIND.Dir,ARSP.Temp,BARO.Alt,BARO.Press,GPS.Alt
209720.91022392813,4.598108306684391,341.09233047544416,24.48,10.842093467712402,85213.984375,1477.92
209820.91022392813,4.6828410180145985,339.63025370143225,24.5,10.907705307006836,85213.3125,1477.92
209920.91022392813,4.751946969401068,338.13155438263743,24.48,10.746410369873047,85214.953125,1478.99
210020.91022392813,4.815028556509296,336.6296705874554,24.5,11.623963356018066,85206.109375,1478.99
210120.91022392813,4.858981374732775,335.1755763020187,24.42,11.823532104492188,85204.078125,1479.83
210220.91022392813,4.883646178829912,333.74988749728533,24.49,12.482379913330078,85197.4453125,1479.83
210320.91022392813,4.906332642616071,332.70390427035215,24.48,14.30036449432373,85179.109375,1480.69
210420.91022392813,4.939443288468853,331.7229411985387,24.49,14.021515846252441,85181.8984375,1480.69
210520.91022392813,4.9593951244078145,331.0577360012936,24.41,13.800077438354492,85184.1484375,1481.69
210620.91022392813,4.9778408974172725,330.91198438176787,24.39,15.01388931274414,85171.90625,1481.69
210720.91022392813,5.003568726419174,330.1558231113408,24.4,15.918780326843262,85162.7578125,1482.63
210820.91022392813,5.030874675441638,330.07160577300056,24.38,16.20856475830078,85159.8515625,1482.63
210920.91022392813,5.066162255593479,329.3854933001788,24.39,17.835182189941406,85143.4453125,1483.73
211020.91022392813,5.115867472873003,329.3244786981479,24.31,17.408706665039062,85147.75,1483.73
211120.91022392813,5.176118236671184,328.42888168332297,24.29,17.509859085083008,85146.71875,1484.85
211220.91022392813,5.225906619908167,328.3782578388474,24.3,18.47216033935547,85137.015625,1484.85
211320.91022392813,5.28140132919285,327.2127517581051,24.29,19.06266212463379,85131.078125,1485.96
211420.91022392813,5.31745239753023,327.20663119368066,24.29,19.19935417175293,85129.703125,1485.96
211520.91022392813,5.361464352208266,325.71725953858896,24.2,19.729713439941406,85124.34375,1486.9
211620.91022392813,5.397517948094291,325.7212193588856,24.21,21.339927673339844,85108.109375,1486.9
211720.91022392813,5.440533062118086,324.8786886484811,24.19,21.63791275024414,85105.109375,1487.87
211820.91022392813,5.478841118338805,324.13420946892086,24.2,22.001508712768555,85101.4296875,1487.87
211920.91022392813,5.512104861121566,323.4836400584964,24.12,22.704099655151367,85094.359375,1488.87
212020.91022392813,5.5340130104653715,323.00598240227896,24.2,23.360214233398438,85087.75,1488.87
212120.91022392813,5.574091854284427,322.80129494990365,24.1,24.79546356201172,85073.296875,1489.95
212220.91022392813,5.60817260790001,322.68069316910345,24.1,24.89388084411621,85072.3046875,1489.95
212320.91022392813,5.648017351248135,322.9882013056366,24.1,24.527549743652344,85075.984375,1491.2
212420.91022392813,5.682050686151963,323.3722316446358,24.01,25.847980499267578,85062.6796875,1491.2
212520.91022392813,5.710429055683995,323.8325887592289,23.99,26.72006607055664,85053.890625,1492.26
212620.91022392813,5.75086949947571,324.12657198916827,24.01,26.99344825744629,85051.1328125,1492.26
212720.91022392813,5.79500647109216,324.1980922360317,24,27.105533599853516,85050,1493.46
212820.91022392813,5.836891295886879,324.13152199692945,23.98,27.46639633178711,85046.375,1493.46
212920.91022392813,5.876572130077194,323.929738727305,23.92,27.69603729248047,85044.046875,1494.63
213020.91022392813,5.920135133592813,323.51735133222763,23.98,28.61186408996582,85034.84375,1494.63
213120.91022392813,5.964000335345396,323.11100935914493,23.9,28.994598388671875,85030.9765625,1495.76
213220.91022392813,6.008161116348329,322.7106208279554,23.86,29.754596710205078,85023.328125,1495.76
213320.91022392813,6.052611006830028,322.3160941077214,23.82,30.036178588867188,85020.5,1496.86
213420.91022392813,6.097343683933193,321.927338006903,23.89,29.962366104125977,85021.21875,1496.86
213520.91022392813,6.137784616618606,321.74851877402125,23.9,30.820783615112305,85012.59375,1497.92
213620.91022392813,6.172074205645943,321.6447648408828,23.88,31.479631423950195,85005.9453125,1497.92
213720.91022392813,6.200169352525784,321.61452080825325,23.81,31.851428985595703,85002.2109375,1498.85
213820.91022392813,6.2282662113946285,321.58454964016636,23.81,32.488407135009766,84995.7890625,1498.85
213920.91022392813,6.257994886543133,321.68348143956575,23.78,32.9312858581543,84991.34375,1499.82
214020.91022392813,6.283263483254542,321.9811773331998,23.71,33.00236511230469,84990.625,1499.82
214120.91022392813,6.3113390021452656,321.94996904184165,23.7,33.42610549926758,84986.34375,1500.66
214220.91022392813,6.3288545567108745,322.18865724435744,23.72,33.68034744262695,84983.796875,1500.66
214320.91022392813,6.35078735276186,322.22800132747915,23.7,34.32279586791992,84977.3125,1501.36
214420.91022392813,6.360503124753576,322.4095590198469,23.68,34.7000617980957,84973.515625,1501.36
214520.91022392813,6.3946618362506085,322.30587973394523,23.65,34.894161224365234,84971.5703125,1502.04
214620.91022392813,6.398320092024156,322.5571049819407,23.67,35.01991653442383,84970.3046875,1502.04
214720.91022392813,6.418426598474115,322.4696275214304,23.61,35.25502395629883,84967.953125,1502.61
214820.91022392813,6.444656701485347,322.3122750713345,23.6,35.72523880004883,84963.203125,1502.61
214920.91022392813,6.470935017445315,322.1561994612739,23.65,36.159915924072266,84958.828125,1503.08
215020.91022392813,6.495552324475572,321.8775729235707,23.67,36.55084991455078,84954.8984375,1503.08
215120.91022392813,6.5360079559315105,321.70995650503653,23.61,36.695743560791016,84953.421875,1503.48
215220.91022392813,6.568690889362963,321.4901572246519,23.53,36.958187103271484,84950.8046875,1503.48
215320.91022392813,6.596794676204498,321.46239012500826,23.55,37.070274353027344,84949.671875,1503.85
215420.91022392813,6.629585205727429,321.24583046386516,23.58,37.51588439941406,84945.1875,1503.85
215520.91022392813,6.6639702880490095,321.152324556693,23.54,37.876747131347656,84941.5625,1504.19
215620.91022392813,6.684309986827362,321.07257556611466,23.58,37.81660461425781,84942.140625,1504.19
215720.91022392813,6.706153890271233,321.11347741284715,23.5,37.912288665771484,84941.1875,1504.54
215820.91022392813,6.728001189060538,321.1541136456018,23.52,38.472721099853516,84935.5625,1504.54
215920.91022392813,6.743589548600952,321.2606967849237,23.51,38.590274810791016,84934.375,1504.85
216020.91022392813,6.759201136229044,321.36678794419373,23.51,38.58480453491211,84934.4140625,1504.85
216120.91022392813,6.768611379005297,321.5386115432957,23.51,38.86091995239258,84931.640625,1505.15
